R,G,B,label,label_name
13,22,16,7,black
234,242,222,6,white
45,176,49,5,green
26,159,9,5,green
244,229,245,6,white
217,134,6,1,orange
128,45,205,3,violet
236,88,0,1,orange
22,182,15,5,green
19,174,36,5,green
255,225,36,0,yellow
17,37,20,7,black
5,2,10,7,black
217,97,0,1,orange
12,9,6,7,black
234,218,210,6,white
150,19,201,3,violet
34,71,209,4,blue
255,220,30,0,yellow
251,115,12,1,orange
240,250,241,6,white
240,96,8,1,orange
247,122,22,1,orange
255,224,39,0,yellow
225,218,219,6,white
30,37,225,4,blue
245,201,10,0,yellow
214,248,233,6,white
108,3,194,3,violet
185,33,21,2,red
20,65,219,4,blue
20,42,187,4,blue
0,69,186,4,blue
23,15,27,7,black
33,12,4,7,black
6,7,25,7,black
127,38,185,3,violet
35,171,54,5,green
131,26,210,3,violet
28,168,20,5,green
206,0,0,2,red
10,56,195,4,blue
154,2,193,3,violet
39,170,12,5,green
246,228,37,0,yellow
155,10,179,3,violet
224,207,13,0,yellow
36,29,33,7,black
113,25,188,3,violet
220,238,15,0,yellow
113,4,197,3,violet
27,167,15,5,green
190,35,31,2,red
39,39,230,4,blue
29,27,23,7,black
37,48,229,4,blue
42,168,29,5,green
250,215,34,0,yellow
7,201,52,5,green
201,21,27,2,red
36,198,21,5,green
205,35,14,2,red
0,52,202,4,blue
143,41,206,3,violet
230,199,23,0,yellow
213,231,225,6,white
243,222,247,6,white
142,35,196,3,violet
34,82,215,4,blue
30,78,219,4,blue
26,26,19,7,black
221,221,219,6,white
111,1,175,3,violet
253,106,40,1,orange
192,8,0,2,red
187,0,10,2,red
255,212,44,0,yellow
229,241,235,6,white
235,0,28,2,red
224,95,0,1,orange
240,115,1,1,orange
227,34,23,2,red
241,237,238,6,white
110,13,203,3,violet
246,89,9,1,orange
151,41,222,3,violet
114,21,195,3,violet
250,248,214,6,white
6,7,13,7,black
241,247,244,6,white
13,11,33,7,black
120,0,187,3,violet
129,43,216,3,violet
17,202,35,5,green
0,64,191,4,blue
195,33,8,2,red
40,160,5,5,green
238,118,34,1,orange
211,214,216,6,white
202,0,34,2,red
36,5,19,7,black
250,195,28,0,yellow
255,223,23,0,yellow
42,164,18,5,green
245,223,35,0,yellow
145,0,198,3,violet
242,219,214,6,white
244,135,12,1,orange
34,175,42,5,green
206,109,33,1,orange
216,219,16,0,yellow
253,119,0,1,orange
2,51,216,4,blue
205,23,33,2,red
221,224,250,6,white
136,13,220,3,violet
17,180,13,5,green
105,1,215,3,violet
2,47,188,4,blue
210,102,39,1,orange
1,78,217,4,blue
119,26,218,3,violet
32,24,2,7,black
9,4,3,7,black
207,91,30,1,orange
190,23,35,2,red
249,124,27,1,orange
219,10,39,2,red
189,0,0,2,red
34,74,215,4,blue
32,62,219,4,blue
34,37,32,7,black
222,0,27,2,red
241,205,7,0,yellow
218,131,0,1,orange
236,221,250,6,white
197,28,15,2,red
234,123,27,1,orange
13,85,199,4,blue
229,85,0,1,orange
141,0,194,3,violet
242,131,14,1,orange
222,244,226,6,white
5,80,203,4,blue
17,32,36,7,black
238,222,0,0,yellow
242,214,219,6,white
27,16,38,7,black
218,29,34,2,red
243,226,216,6,white
214,0,0,2,red
255,232,30,0,yellow
39,198,29,5,green
3,164,38,5,green
26,36,230,4,blue
215,19,22,2,red
1,81,209,4,blue
213,128,36,1,orange
16,6,5,7,black
8,17,2,7,black
3,30,19,7,black
19,28,37,7,black
219,8,18,2,red
7,47,226,4,blue
232,221,225,6,white
251,234,37,0,yellow
219,250,216,6,white
30,51,220,4,blue
16,39,226,4,blue
45,165,18,5,green
227,222,221,6,white
22,174,14,5,green
230,113,25,1,orange
23,34,28,7,black
29,202,39,5,green
0,84,211,4,blue
222,27,7,2,red
22,56,188,4,blue
235,117,39,1,orange
0,39,202,4,blue
207,103,31,1,orange
148,33,177,3,violet
1,203,12,5,green
240,117,31,1,orange
248,105,14,1,orange
4,175,15,5,green
26,65,227,4,blue
29,48,230,4,blue
38,11,10,7,black
211,231,233,6,white
21,46,231,4,blue
236,135,20,1,orange
233,230,3,0,yellow
2,70,227,4,blue
150,18,211,3,violet
155,0,206,3,violet
40,84,222,4,blue
11,177,52,5,green
147,28,179,3,violet
235,19,2,2,red
0,157,19,5,green
26,18,17,7,black
45,183,49,5,green
217,129,0,1,orange
240,235,247,6,white
18,23,14,7,black
37,83,188,4,blue
116,35,223,3,violet
232,215,10,0,yellow
3,167,52,5,green
125,6,176,3,violet
15,22,5,7,black
216,223,15,0,yellow
33,168,52,5,green
152,0,223,3,violet
211,101,31,1,orange
247,195,37,0,yellow
11,83,188,4,blue
31,166,6,5,green
26,21,36,7,black
32,198,14,5,green
244,230,4,0,yellow
43,168,12,5,green
227,39,39,2,red
241,232,42,0,yellow
212,15,36,2,red
30,20,36,7,black
224,205,37,0,yellow
226,103,18,1,orange
14,36,232,4,blue
105,5,216,3,violet
234,21,20,2,red
18,30,31,7,black
202,4,0,2,red
3,29,10,7,black
197,0,29,2,red
255,119,8,1,orange
123,30,206,3,violet
230,241,37,0,yellow
211,134,5,1,orange
247,218,236,6,white
218,211,19,0,yellow
24,184,33,5,green
36,71,206,4,blue
246,199,31,0,yellow
230,217,235,6,white
188,0,14,2,red
9,80,214,4,blue
254,213,39,0,yellow
0,178,34,5,green
229,113,36,1,orange
24,14,20,7,black
215,217,217,6,white
110,22,221,3,violet
121,39,190,3,violet
7,38,34,7,black
121,44,223,3,violet
212,219,229,6,white
15,28,24,7,black
236,106,30,1,orange
220,91,8,1,orange
123,6,189,3,violet
14,161,40,5,green
23,53,224,4,blue
208,30,19,2,red
2,4,8,7,black
220,211,225,6,white
43,161,20,5,green
216,28,29,2,red
217,127,23,1,orange
255,231,13,0,yellow
128,23,214,3,violet
224,243,248,6,white
122,36,214,3,violet
0,48,228,4,blue
185,5,25,2,red
237,94,0,1,orange
252,101,27,1,orange
240,224,210,6,white
249,93,20,1,orange
20,13,9,7,black
124,25,193,3,violet
254,98,33,1,orange
30,185,44,5,green
125,0,215,3,violet
23,160,35,5,green
22,38,31,7,black
12,2,21,7,black
11,16,10,7,black
37,187,54,5,green
1,176,37,5,green
11,36,200,4,blue
255,210,38,0,yellow
232,211,249,6,white
1,40,189,4,blue
37,19,22,7,black
115,30,198,3,violet
38,46,194,4,blue
239,230,2,0,yellow
239,227,28,0,yellow
205,21,27,2,red
242,209,6,0,yellow
248,208,30,0,yellow
13,30,23,7,black
14,9,7,7,black
116,21,210,3,violet
221,115,39,1,orange
250,93,34,1,orange
255,236,4,0,yellow
14,80,207,4,blue
148,38,209,3,violet
219,229,8,0,yellow
2,10,4,7,black
221,233,22,0,yellow
211,238,221,6,white
0,166,17,5,green
135,23,202,3,violet
1,54,185,4,blue
36,193,55,5,green
0,199,18,5,green
4,40,201,4,blue
117,5,196,3,violet
242,91,11,1,orange
145,45,224,3,violet
14,84,201,4,blue
135,22,176,3,violet
4,84,231,4,blue
255,211,24,0,yellow
6,83,213,4,blue
211,249,215,6,white
25,2,30,7,black
216,242,235,6,white
8,7,22,7,black
6,46,197,4,blue
148,25,197,3,violet
244,130,8,1,orange
155,0,199,3,violet
37,7,20,7,black
214,246,218,6,white
7,38,26,7,black
0,48,185,4,blue
189,40,24,2,red
212,245,212,6,white
139,7,196,3,violet
151,41,198,3,violet
37,67,228,4,blue
23,32,2,7,black
209,4,0,2,red
108,36,199,3,violet
116,36,222,3,violet
25,185,11,5,green
34,32,3,7,black
130,40,212,3,violet
0,66,217,4,blue
25,19,23,7,black
218,223,227,6,white
251,245,0,0,yellow
230,230,214,6,white
32,181,15,5,green
0,59,214,4,blue
239,109,0,1,orange
32,185,7,5,green
230,225,34,0,yellow
0,79,216,4,blue
23,49,204,4,blue
38,3,4,7,black
235,210,237,6,white
214,86,19,1,orange
224,93,14,1,orange
12,79,210,4,blue
24,167,46,5,green
209,99,14,1,orange
241,128,36,1,orange
110,45,192,3,violet
229,246,249,6,white
106,38,183,3,violet
206,0,19,2,red
190,3,36,2,red
229,20,27,2,red
40,186,43,5,green
27,163,14,5,green
217,15,0,2,red
24,178,26,5,green
37,81,205,4,blue
227,228,242,6,white
217,213,25,0,yellow
8,80,223,4,blue
215,234,17,0,yellow
106,22,211,3,violet
37,28,5,7,black
252,101,2,1,orange
237,135,0,1,orange
117,38,176,3,violet
212,242,237,6,white
20,25,32,7,black
212,228,218,6,white
226,229,212,6,white
239,231,0,0,yellow
23,44,220,4,blue
30,35,200,4,blue
192,27,28,2,red
136,19,185,3,violet
0,74,194,4,blue
152,2,211,3,violet
242,86,35,1,orange
197,34,8,2,red
38,3,5,7,black
207,16,12,2,red
234,243,19,0,yellow
4,10,36,7,black
248,214,214,6,white
254,112,31,1,orange
222,220,220,6,white
224,114,6,1,orange
220,249,240,6,white
15,13,24,7,black
11,35,27,7,black
33,80,202,4,blue
105,24,214,3,violet
16,81,204,4,blue
11,19,16,7,black
214,107,9,1,orange
0,51,206,4,blue
237,233,230,6,white
220,247,232,6,white
233,87,0,1,orange
233,231,236,6,white
7,10,33,7,black
0,194,7,5,green
126,31,203,3,violet
0,52,202,4,blue
216,240,242,6,white
234,0,7,2,red
255,202,7,0,yellow
232,19,7,2,red
0,79,198,4,blue
0,48,216,4,blue
128,0,179,3,violet
6,58,214,4,blue
204,0,26,2,red
137,8,219,3,violet
22,21,35,7,black
8,81,228,4,blue
220,241,22,0,yellow
13,6,14,7,black
255,225,12,0,yellow
246,111,4,1,orange
188,30,31,2,red
208,85,18,1,orange
232,240,225,6,white
234,234,36,0,yellow
220,10,39,2,red
15,54,229,4,blue
189,0,0,2,red
230,117,37,1,orange
219,216,228,6,white
232,238,245,6,white
35,9,6,7,black
242,95,31,1,orange
228,211,37,0,yellow
230,230,222,6,white
0,67,210,4,blue
211,38,30,2,red
219,218,225,6,white
250,207,40,0,yellow
110,30,217,3,violet
242,85,39,1,orange
233,239,24,0,yellow
232,24,22,2,red
21,27,10,7,black
223,5,26,2,red
245,94,9,1,orange
0,83,228,4,blue
6,31,5,7,black
0,76,187,4,blue
12,46,200,4,blue
8,37,24,7,black
0,56,203,4,blue
135,16,193,3,violet
26,4,24,7,black
240,120,0,1,orange
23,181,40,5,green
243,216,6,0,yellow
227,244,220,6,white
18,61,225,4,blue
255,229,0,0,yellow
12,51,192,4,blue
203,19,0,2,red
153,3,207,3,violet
206,0,29,2,red
240,105,35,1,orange
218,231,30,0,yellow
35,80,192,4,blue
6,180,37,5,green
205,0,0,2,red
209,25,14,2,red
21,201,15,5,green
147,22,187,3,violet
136,38,220,3,violet
153,19,186,3,violet
255,233,0,0,yellow
213,237,223,6,white
234,249,234,6,white
223,24,23,2,red
244,128,37,1,orange
255,215,19,0,yellow
229,28,40,2,red
16,184,38,5,green
241,123,15,1,orange
38,29,21,7,black
5,72,217,4,blue
236,221,39,0,yellow
215,12,16,2,red
219,238,9,0,yellow
225,235,243,6,white
223,245,29,0,yellow
239,242,217,6,white
25,179,29,5,green
34,22,33,7,black
38,61,189,4,blue
211,38,0,2,red
29,179,53,5,green
10,14,7,7,black
10,38,26,7,black
146,38,225,3,violet
203,6,24,2,red
252,230,4,0,yellow
25,36,17,7,black
2,13,25,7,black
255,243,26,0,yellow
227,213,211,6,white
13,195,32,5,green
0,191,21,5,green
23,82,201,4,blue
21,22,32,7,black
149,33,206,3,violet
18,68,196,4,blue
30,14,10,7,black
34,52,216,4,blue
11,8,34,7,black
32,52,194,4,blue
205,85,34,1,orange
255,215,8,0,yellow
196,20,0,2,red
130,24,180,3,violet
20,74,223,4,blue
6,13,11,7,black
214,222,222,6,white
221,237,210,6,white
217,17,39,2,red
229,108,1,1,orange
29,202,17,5,green
236,233,4,0,yellow
222,239,224,6,white
205,22,34,2,red
203,19,28,2,red
13,199,6,5,green
36,167,43,5,green
0,179,31,5,green
216,22,6,2,red
231,237,0,0,yellow
231,241,248,6,white
248,130,9,1,orange
38,193,33,5,green
5,24,16,7,black
20,26,19,7,black
225,234,231,6,white
210,211,211,6,white
0,57,220,4,blue
40,205,55,5,green
22,68,209,4,blue
40,186,20,5,green
242,232,20,0,yellow
214,16,18,2,red
118,27,177,3,violet
132,37,175,3,violet
19,161,52,5,green
251,89,25,1,orange
214,237,250,6,white
192,19,0,2,red
7,71,208,4,blue
29,10,15,7,black
229,233,211,6,white
228,10,4,2,red
24,37,27,7,black
26,58,228,4,blue
4,17,14,7,black
233,37,38,2,red
5,57,191,4,blue
145,23,212,3,violet
0,85,208,4,blue
35,176,55,5,green
229,40,39,2,red
186,1,14,2,red
1,179,53,5,green
43,186,25,5,green
4,12,35,7,black
240,243,214,6,white
32,182,47,5,green
8,37,205,4,blue
16,36,37,7,black
219,216,1,0,yellow
153,27,198,3,violet
31,20,15,7,black
233,249,232,6,white
21,74,229,4,blue
16,29,22,7,black
9,170,42,5,green
106,21,215,3,violet
236,92,16,1,orange
212,117,33,1,orange
32,179,8,5,green
9,164,23,5,green
205,90,0,1,orange
31,41,206,4,blue
245,131,5,1,orange
149,8,204,3,violet
3,188,7,5,green
25,166,35,5,green
30,13,9,7,black
28,59,212,4,blue
203,28,0,2,red
234,237,21,0,yellow
135,27,176,3,violet
248,223,211,6,white
8,72,192,4,blue
11,41,208,4,blue
222,39,2,2,red
6,22,19,7,black
14,168,51,5,green
199,0,0,2,red
225,239,219,6,white
25,38,8,7,black
23,4,11,7,black
34,67,211,4,blue
34,74,235,4,blue
106,45,184,3,violet
219,225,23,0,yellow
9,31,9,7,black
34,13,26,7,black
21,36,37,7,black
229,220,218,6,white
45,180,49,5,green
219,244,233,6,white
0,78,204,4,blue
241,231,242,6,white
29,4,34,7,black
28,181,46,5,green
22,29,25,7,black
0,64,196,4,blue
16,51,218,4,blue
5,30,27,7,black
254,221,12,0,yellow
35,45,217,4,blue
12,75,220,4,blue
147,39,177,3,violet
232,220,222,6,white
190,0,16,2,red
213,90,11,1,orange
40,176,39,5,green
232,223,233,6,white
36,5,31,7,black
232,38,24,2,red
38,35,223,4,blue
224,93,0,1,orange
227,130,29,1,orange
217,243,250,6,white
2,13,31,7,black
117,26,186,3,violet
217,88,5,1,orange
226,212,39,0,yellow
225,224,19,0,yellow
20,60,187,4,blue
7,160,10,5,green
32,35,27,7,black
230,17,13,2,red
0,38,202,4,blue
229,34,18,2,red
43,165,36,5,green
234,234,29,0,yellow
29,29,26,7,black
20,31,6,7,black
6,67,185,4,blue
34,158,50,5,green
10,14,22,7,black
216,125,32,1,orange
238,227,9,0,yellow
146,23,219,3,violet
220,29,37,2,red
36,29,12,7,black
239,96,13,1,orange
248,126,15,1,orange
230,218,219,6,white
193,0,0,2,red
0,73,187,4,blue
12,191,21,5,green
245,104,36,1,orange
248,122,0,1,orange
2,38,25,7,black
255,240,26,0,yellow
7,28,14,7,black
14,179,17,5,green
251,208,24,0,yellow
237,234,230,6,white
32,51,204,4,blue
225,247,229,6,white
216,224,0,0,yellow
20,27,19,7,black
28,41,203,4,blue
33,170,44,5,green
12,11,32,7,black
27,61,225,4,blue
220,227,36,0,yellow
230,236,234,6,white
137,0,224,3,violet
222,4,0,2,red
20,13,14,7,black
112,44,180,3,violet
209,1,28,2,red
19,56,191,4,blue
141,16,214,3,violet
0,158,9,5,green
146,0,195,3,violet
27,33,19,7,black
0,55,198,4,blue
216,134,0,1,orange
31,160,40,5,green
5,38,37,7,black
33,55,211,4,blue
215,219,11,0,yellow
243,238,225,6,white
107,10,185,3,violet
249,202,19,0,yellow
30,196,8,5,green
148,26,189,3,violet
16,13,37,7,black
215,219,213,6,white
30,31,36,7,black
114,23,179,3,violet
208,86,0,1,orange
24,21,38,7,black
144,11,196,3,violet
147,36,207,3,violet
108,44,199,3,violet
255,235,11,0,yellow
229,236,229,6,white
14,64,227,4,blue
244,235,243,6,white
37,2,24,7,black
20,203,27,5,green
149,36,187,3,violet
220,212,23,0,yellow
234,230,19,0,yellow
247,217,238,6,white
33,23,38,7,black
199,14,33,2,red
216,250,211,6,white
236,220,237,6,white
38,31,27,7,black
196,1,35,2,red
216,217,218,6,white
237,215,237,6,white
243,119,16,1,orange
14,84,209,4,blue
212,26,22,2,red
0,49,211,4,blue
234,240,222,6,white
27,30,16,7,black
117,12,225,3,violet
222,224,3,0,yellow
109,41,190,3,violet
229,0,0,2,red
141,27,206,3,violet
36,176,9,5,green
37,156,18,5,green
5,35,211,4,blue
36,167,32,5,green
10,199,24,5,green
229,110,5,1,orange
30,186,17,5,green
112,0,182,3,violet
1,197,48,5,green
225,218,217,6,white
12,8,7,7,black
241,99,18,1,orange
208,104,32,1,orange
115,5,176,3,violet
248,98,7,1,orange
243,228,232,6,white
255,128,10,1,orange
25,2,32,7,black
231,23,9,2,red
40,204,43,5,green
255,236,0,0,yellow
255,210,12,0,yellow
7,75,188,4,blue
212,119,0,1,orange
18,78,203,4,blue
205,130,33,1,orange
27,16,29,7,black
35,203,45,5,green
129,8,204,3,violet
193,19,36,2,red
132,6,213,3,violet
212,230,219,6,white
29,22,2,7,black
25,23,34,7,black
199,0,40,2,red
223,37,14,2,red
229,11,23,2,red
255,233,4,0,yellow
188,31,13,2,red
229,248,214,6,white
124,18,202,3,violet
255,203,3,0,yellow
17,196,45,5,green
13,59,213,4,blue
224,238,25,0,yellow
0,63,208,4,blue
24,180,43,5,green
227,113,0,1,orange
215,105,35,1,orange
224,247,243,6,white
216,1,29,2,red
18,202,6,5,green
18,183,52,5,green
230,134,27,1,orange
240,133,1,1,orange
4,24,17,7,black
255,208,36,0,yellow
255,212,10,0,yellow
234,25,37,2,red
13,68,223,4,blue
35,65,232,4,blue
233,246,247,6,white
230,234,240,6,white
250,132,40,1,orange
218,112,0,1,orange
19,182,49,5,green
5,2,24,7,black
223,31,2,2,red
23,79,206,4,blue
227,228,213,6,white
36,11,29,7,black
36,179,23,5,green
24,9,12,7,black
144,0,178,3,violet
227,96,1,1,orange
226,0,39,2,red
17,161,9,5,green
112,1,225,3,violet
155,3,208,3,violet
131,0,205,3,violet
236,107,26,1,orange
0,164,26,5,green
222,27,10,2,red
249,94,22,1,orange
10,79,219,4,blue
243,123,8,1,orange
250,216,17,0,yellow
223,233,234,6,white
191,19,9,2,red
230,234,216,6,white
11,71,210,4,blue
213,130,31,1,orange
212,96,13,1,orange
240,99,37,1,orange
149,2,200,3,violet
223,238,219,6,white
43,159,36,5,green
247,106,11,1,orange
243,87,36,1,orange
28,35,233,4,blue
113,25,192,3,violet
222,0,0,2,red
252,233,36,0,yellow
237,105,14,1,orange
248,118,29,1,orange
23,174,39,5,green
43,184,5,5,green
45,162,11,5,green
29,25,9,7,black
40,66,219,4,blue
37,72,228,4,blue
238,230,1,0,yellow
215,216,215,6,white
238,214,220,6,white
255,123,22,1,orange
222,237,234,6,white
222,244,20,0,yellow
138,32,209,3,violet
246,228,216,6,white
13,18,28,7,black
3,57,230,4,blue
155,4,198,3,violet
29,180,19,5,green
5,53,193,4,blue
224,30,33,2,red
13,40,228,4,blue
211,2,37,2,red
246,135,0,1,orange
2,20,37,7,black
4,53,201,4,blue
28,10,23,7,black
13,7,6,7,black
14,175,54,5,green
111,20,219,3,violet
216,132,22,1,orange
34,21,9,7,black
10,160,53,5,green
206,16,12,2,red
27,176,31,5,green
215,218,243,6,white
26,31,2,7,black
20,173,44,5,green
27,83,218,4,blue
19,155,47,5,green
33,162,23,5,green
243,124,2,1,orange
147,33,212,3,violet
224,34,0,2,red
1,205,9,5,green
6,65,194,4,blue
226,231,230,6,white
220,5,2,2,red
255,222,5,0,yellow
244,134,18,1,orange
225,24,29,2,red
204,28,11,2,red
20,182,29,5,green
241,231,38,0,yellow
220,24,36,2,red
0,63,196,4,blue
212,228,246,6,white
6,33,8,7,black
215,34,0,2,red
25,171,13,5,green
3,194,5,5,green
220,102,15,1,orange
220,235,247,6,white
196,27,37,2,red
213,38,28,2,red
239,107,16,1,orange
210,92,36,1,orange
115,34,188,3,violet
240,195,11,0,yellow
0,73,215,4,blue
11,32,13,7,black
41,183,33,5,green
211,215,240,6,white
221,223,1,0,yellow
118,23,203,3,violet
224,0,27,2,red
236,203,0,0,yellow
28,66,198,4,blue
154,39,201,3,violet
213,247,229,6,white
238,135,13,1,orange
129,28,195,3,violet
247,209,34,0,yellow
25,184,25,5,green
225,112,37,1,orange
106,17,191,3,violet
0,156,33,5,green
241,235,31,0,yellow
216,3,32,2,red
221,211,230,6,white
194,37,33,2,red
255,224,39,0,yellow
197,0,20,2,red
0,176,19,5,green
252,124,2,1,orange
227,228,237,6,white
154,33,214,3,violet
105,44,194,3,violet
208,96,4,1,orange
45,204,23,5,green
2,201,52,5,green
250,209,32,0,yellow
147,5,175,3,violet
236,229,24,0,yellow
9,155,29,5,green
35,16,36,7,black
247,245,243,6,white
217,227,247,6,white
146,0,197,3,violet
251,199,3,0,yellow
14,2,36,7,black
235,95,4,1,orange
26,20,36,7,black
147,28,193,3,violet
35,174,35,5,green
0,188,36,5,green
234,232,32,0,yellow
16,67,213,4,blue
21,166,16,5,green
224,85,15,1,orange
222,90,9,1,orange
34,26,6,7,black
0,83,185,4,blue
215,131,17,1,orange
212,233,250,6,white
37,5,7,7,black
11,17,33,7,black
219,0,31,2,red
11,11,12,7,black
34,38,12,7,black
232,85,23,1,orange
3,45,235,4,blue
222,212,212,6,white
192,4,0,2,red
145,24,223,3,violet
242,249,212,6,white
40,200,13,5,green
255,211,40,0,yellow
29,66,202,4,blue
23,162,47,5,green
0,169,16,5,green
252,129,30,1,orange
15,190,40,5,green
31,53,214,4,blue
13,22,31,7,black
208,19,29,2,red
190,11,19,2,red
235,16,37,2,red
25,174,28,5,green
40,49,186,4,blue
233,9,30,2,red
202,23,18,2,red
251,234,0,0,yellow
233,101,12,1,orange
40,66,187,4,blue
27,36,26,7,black
221,0,0,2,red
10,165,25,5,green
0,193,22,5,green
0,44,234,4,blue
197,0,0,2,red
130,1,183,3,violet
23,203,17,5,green
234,200,10,0,yellow
32,33,37,7,black
16,49,227,4,blue
16,38,28,7,black
217,198,30,0,yellow
31,173,5,5,green
250,126,9,1,orange
222,250,219,6,white
245,196,18,0,yellow
229,126,14,1,orange
142,41,204,3,violet
18,42,187,4,blue
152,1,225,3,violet
5,203,20,5,green
221,244,231,6,white
154,18,218,3,violet
219,222,215,6,white
227,215,228,6,white
41,187,52,5,green
212,228,231,6,white
241,243,226,6,white
30,10,38,7,black
255,133,4,1,orange
233,25,1,2,red
232,126,0,1,orange
250,223,5,0,yellow
232,99,20,1,orange
8,175,49,5,green
220,127,5,1,orange
26,27,8,7,black
210,237,232,6,white
24,12,11,7,black
35,43,234,4,blue
219,96,23,1,orange
24,13,32,7,black
35,15,28,7,black
15,51,188,4,blue
24,47,215,4,blue
227,204,18,0,yellow
232,30,37,2,red
150,45,194,3,violet
234,245,25,0,yellow
0,45,228,4,blue
226,114,40,1,orange
254,242,1,0,yellow
123,0,206,3,violet
2,8,9,7,black
147,1,199,3,violet
229,126,3,1,orange
145,27,188,3,violet
223,239,247,6,white
249,203,12,0,yellow
212,90,20,1,orange
239,230,226,6,white
10,165,30,5,green
199,10,12,2,red
255,201,5,0,yellow
122,26,220,3,violet
0,35,205,4,blue
25,21,7,7,black
227,89,40,1,orange
20,157,49,5,green
121,39,194,3,violet
210,230,239,6,white
132,25,193,3,violet
0,164,14,5,green
233,105,0,1,orange
255,236,14,0,yellow
188,32,8,2,red
11,60,222,4,blue
25,163,26,5,green
148,3,220,3,violet
218,98,0,1,orange
218,205,19,0,yellow
9,197,33,5,green
42,205,55,5,green
36,167,53,5,green
133,24,223,3,violet
0,56,206,4,blue
185,34,36,2,red
188,13,25,2,red
222,110,0,1,orange
129,20,181,3,violet
211,224,216,6,white
22,159,15,5,green
138,4,182,3,violet
241,216,227,6,white
117,40,213,3,violet
213,30,13,2,red
0,82,207,4,blue
217,118,0,1,orange
24,189,28,5,green
18,55,202,4,blue
16,164,20,5,green
15,169,47,5,green
150,0,211,3,violet
228,31,35,2,red
236,239,218,6,white
153,19,202,3,violet
226,244,35,0,yellow
244,92,8,1,orange
17,2,11,7,black
22,45,233,4,blue
255,206,5,0,yellow
7,164,48,5,green
208,16,0,2,red
245,247,230,6,white
0,168,19,5,green
217,29,0,2,red
134,27,193,3,violet
0,156,5,5,green
22,9,23,7,black
35,32,22,7,black
37,205,44,5,green
214,121,26,1,orange
193,0,2,2,red
27,27,20,7,black
23,205,8,5,green
212,119,12,1,orange
128,0,222,3,violet
24,37,38,7,black
216,220,32,0,yellow
29,21,12,7,black
26,12,6,7,black
223,215,34,0,yellow
31,31,3,7,black
26,27,21,7,black
240,124,34,1,orange
2,185,13,5,green
208,90,7,1,orange
192,38,7,2,red
253,211,0,0,yellow
22,41,188,4,blue
197,0,0,2,red
4,38,223,4,blue
206,0,0,2,red
32,84,220,4,blue
214,224,215,6,white
238,228,12,0,yellow
246,207,2,0,yellow
131,21,204,3,violet
144,21,199,3,violet
4,22,29,7,black
244,102,36,1,orange
216,235,27,0,yellow
247,235,2,0,yellow
15,188,41,5,green
228,11,40,2,red
24,71,203,4,blue
219,228,29,0,yellow
5,170,34,5,green
23,80,215,4,blue
232,203,1,0,yellow
248,233,13,0,yellow
246,105,1,1,orange
0,170,47,5,green
38,174,44,5,green
147,11,189,3,violet
4,40,222,4,blue
13,64,234,4,blue
30,33,32,7,black
4,181,25,5,green
137,34,186,3,violet
21,24,33,7,black
255,225,40,0,yellow
0,71,212,4,blue
38,56,192,4,blue
255,204,10,0,yellow
9,6,32,7,black
219,39,0,2,red
140,29,225,3,violet
25,62,226,4,blue
40,160,29,5,green
255,213,9,0,yellow
236,212,223,6,white
236,118,30,1,orange
224,238,225,6,white
227,8,16,2,red
239,85,39,1,orange
219,120,31,1,orange
236,93,35,1,orange
0,74,214,4,blue
155,31,185,3,violet
209,30,24,2,red
138,16,223,3,violet
220,243,246,6,white
199,18,12,2,red
0,38,213,4,blue
213,125,15,1,orange
250,231,247,6,white
8,2,6,7,black
252,134,7,1,orange
30,164,47,5,green
29,54,235,4,blue
30,41,202,4,blue
113,40,205,3,violet
236,245,21,0,yellow
11,22,22,7,black
231,30,21,2,red
153,20,209,3,violet
34,42,222,4,blue
20,46,200,4,blue
122,36,201,3,violet
12,80,220,4,blue
212,118,0,1,orange
237,222,42,0,yellow
2,37,36,7,black
150,0,194,3,violet
154,14,221,3,violet
29,74,206,4,blue
243,129,38,1,orange
211,211,247,6,white
240,223,218,6,white
219,236,0,0,yellow
225,102,23,1,orange
214,119,10,1,orange
3,21,16,7,black
15,4,24,7,black
22,2,12,7,black
255,216,8,0,yellow
235,25,1,2,red
34,55,217,4,blue
228,207,29,0,yellow
209,34,39,2,red
211,215,229,6,white
234,40,0,2,red
243,203,22,0,yellow
234,29,5,2,red
7,66,231,4,blue
223,241,31,0,yellow
233,231,249,6,white
250,195,30,0,yellow
35,195,44,5,green
151,12,215,3,violet
31,68,234,4,blue
242,242,15,0,yellow
20,16,11,7,black
237,223,36,0,yellow
26,84,222,4,blue
204,0,3,2,red
218,2,13,2,red
126,22,186,3,violet
225,240,237,6,white
211,10,18,2,red
218,0,6,2,red
148,43,181,3,violet
36,5,6,7,black
255,207,13,0,yellow
248,227,7,0,yellow
1,44,232,4,blue
217,4,2,2,red
218,240,210,6,white
252,212,0,0,yellow
0,74,230,4,blue
194,15,15,2,red
15,31,23,7,black
237,195,6,0,yellow
12,46,186,4,blue
232,234,29,0,yellow
32,161,38,5,green
253,118,2,1,orange
152,0,204,3,violet
191,1,12,2,red
232,32,2,2,red
240,228,0,0,yellow
193,0,20,2,red
236,216,215,6,white
28,54,196,4,blue
2,11,31,7,black
228,91,0,1,orange
13,10,30,7,black
16,11,24,7,black
203,32,21,2,red
33,82,186,4,blue
224,210,3,0,yellow
34,197,15,5,green
111,37,177,3,violet
